RM,Canola_mean,Canola_std,Cluster
1,21.947115384615383,7.48517131100236,1
2,23.67980769230769,7.005008149743932,2
3,22.66596153846154,6.732967547708195,2
4,21.255208333333332,7.415534869615427,1
5,20.949767441860466,8.602076573316497,1
6,20.846875,8.822575770039336,1
7,21.127142857142857,9.18093259668906,1
8,21.9534375,8.951444507461424,1
9,25.056666666666665,10.088322894491899,0
10,20.18259259259259,7.791772580293906,1
11,18.1821875,9.801992468412044,1
12,21.134999999999998,9.760808064605824,1
17,24.33695652173913,7.894537487046811,2
18,17.52,6.612476246101996,1
19,21.232916666666668,10.108258560364808,1
31,22.122,8.004473494138594,1
32,22.778846153846153,7.3401914421382655,2
33,23.830980392156864,7.468490143235635,2
34,23.056346153846157,7.405155869153298,2
35,21.919999999999998,8.40816542613984,1
36,21.674,8.13202490717466,1
37,18.985853658536584,7.933636296052948,1
38,21.478749999999998,8.967908079396935,1
39,24.672941176470587,9.71233908393253,2
40,20.45576923076923,8.389488743935198,1
42,22.476451612903226,10.030006164300895,2
43,18.216896551724137,6.86084288004255,1
44,21.090370370370373,8.98431174603027,1
45,17.3615,9.445091331647243,1
46,18.633,8.502156654507006,1
49,20.874864864864865,7.174576108896075,1
51,17.267307692307693,7.080173759275859,1
61,23.645185185185184,7.24249350908997,2
63,23.702592592592595,8.11246889930607,2
64,23.134423076923078,8.71202738914777,2
65,21.802075471698114,8.73557169950951,1
66,20.4326,9.03336870967293,1
67,20.938000000000002,8.443157355068598,1
68,18.477608695652176,8.9788995081141,1
69,23.196944444444444,7.34777899171655,2
70,25.079333333333334,7.252017523484036,2
71,24.7096875,8.916453614553484,2
72,24.25633333333333,10.018366059679948,2
73,25.833225806451615,9.09086845396587,0
74,20.279999999999998,8.86441821806866,1
75,22.579,9.704491086161052,2
76,21.265185185185185,11.44653503849372,1
77,24.292380952380952,10.667212805959156,0
78,22.55032258064516,8.883514501168616,2
79,22.923750000000002,7.988121208940059,2
91,24.192156862745097,8.679793848640761,2
92,24.80611111111111,9.059166610982192,2
93,24.553454545454546,8.84111171536908,2
94,23.557727272727274,9.31579400643883,2
95,22.844259259259257,8.911085019985121,2
96,23.3018,9.493179869823194,2
97,21.731190476190477,10.768213431178792,1
98,24.282432432432433,11.277527163297762,0
99,23.984571428571428,11.919721015008289,0
100,24.48157894736842,9.141353772330236,2
101,22.195,8.61198368338927,1
102,25.453823529411764,10.921088028465396,0
103,23.775384615384617,8.703452686374964,2
104,23.72941176470588,10.464608157304218,2
105,21.06257142857143,9.164906001525969,1
106,22.293666666666663,7.498092393417801,1
107,25.7984,11.906273794376924,0
108,23.440606060606058,8.669514814637097,2
109,24.057368421052633,8.774397548953656,2
110,18.88315789473684,9.179668992235916,1
111,27.746923076923075,10.763659886574182,0
121,24.925384615384612,9.062693072786,2
122,23.347692307692306,7.877167206400197,2
123,23.14037037037037,8.957439611213658,2
124,22.578301886792456,7.634059746609537,2
125,23.91867924528302,8.63727922744369,2
126,23.63423076923077,8.228973763514096,2
127,23.412075471698113,8.062826703813803,2
128,24.53612244897959,10.270360837609065,0
129,26.13657142857143,9.503045624138284,0
130,24.99,10.377351781644485,0
131,23.085897435897436,9.331108051184918,2
132,25.541875,11.248134789821822,0
133,23.443823529411766,10.008785236346535,2
134,20.897045454545456,8.522614671278708,1
135,22.315555555555555,9.925532283515635,1
136,22.85363636363636,10.031967285315295,2
137,26.39787878787879,10.745912524529897,0
138,27.151818181818182,9.741118857241661,0
139,23.33323529411765,8.945201768000079,2
141,27.208666666666666,15.77510102601414,0
142,20.37625,9.814853345600849,1
151,23.906603773584905,8.646928966490009,2
152,25.039074074074076,8.48488451095363,2
153,22.19037037037037,8.420856399544348,1
154,23.547962962962963,7.825404535840033,2
155,24.118545454545455,8.950869690454006,2
156,25.574528301886794,9.818944515977137,0
157,25.019615384615385,8.170503131251948,2
158,25.327391304347824,9.004158652726986,0
159,25.907142857142855,11.498716001641714,0
160,25.70173913043478,10.555846679941634,0
161,27.040937500000002,11.016146026913875,0
162,27.30392857142857,13.553871481715369,0
163,24.83125,9.909841973249756,0
164,22.289545454545454,9.216583644131052,1
165,22.024375,9.259356536376702,1
166,24.293684210526315,9.744450235086036,2
167,26.597250000000003,9.371081810275257,0
168,24.357435897435895,10.052258640657701,2
169,26.724827586206896,10.98464045210716,0
171,23.1575,9.092859238459308,2
181,26.35581818181818,8.582943613786654,0
183,24.119814814814816,8.009006366830237,2
184,22.406037735849058,7.020964852503328,2
185,24.915283018867925,7.8755584914960375,2
186,25.565283018867927,9.966575988652812,0
187,24.8006,9.472278438492324,2
189,25.70522727272727,8.871453169717725,0
190,20.829615384615387,6.885790131242993,1
191,25.488372093023255,12.46841875838475,0
193,23.044,9.492727216137627,2
194,20.917826086956524,9.805612205499344,1
211,25.591454545454546,7.875934375651073,2
213,25.159259259259258,7.560168923901867,2
214,23.16301886792453,7.667123014962017,2
215,23.283333333333335,7.876889656880222,2
216,23.6494,7.917850772598766,2
217,22.901509433962264,8.490071666868491,2
218,23.246153846153845,8.564524906720049,2
219,22.765882352941176,8.104995540151911,2
220,23.296226415094342,8.602911677587171,2
221,21.84188679245283,8.239743287777602,1
222,25.015098039215687,10.064779058190798,0
223,22.647021276595748,9.33911058862106,2
224,25.446170212765956,10.248698231905292,0
225,23.03469387755102,7.913641729644457,2
226,22.057021276595744,9.617081477855503,1
228,23.65244444444444,11.467221696398102,2
229,29.981379310344828,9.641971761944133,0
230,24.884444444444444,10.034360327369512,0
231,28.97107142857143,9.522730443828605,0
232,25.99655172413793,10.931802973716533,0
241,23.90236363636364,7.7015440884800075,2
243,25.911851851851853,9.482352839557516,0
244,25.524727272727272,9.00389624603858,0
245,23.229814814814816,8.169829792167274,2
246,21.46709090909091,7.897348986216892,1
247,23.08185185185185,7.883532891132158,2
248,21.2388,8.169078743053227,1
250,23.393396226415092,8.423794810716984,2
251,21.938148148148148,8.783503421471211,1
252,22.546226415094342,8.634048704094356,2
253,21.90020408163265,8.984296366854945,1
254,22.234444444444446,9.106768924902637,1
255,25.1878431372549,9.94953934887952,0
256,20.313191489361703,8.60253554795556,1
257,22.711489361702128,11.015005571200588,2
259,24.378695652173914,10.776442952352786,0
260,23.787105263157894,10.174996622057941,2
261,25.958823529411767,10.382077728851506,0
271,27.386181818181818,11.332250845511199,0
273,25.504727272727273,9.529614631076903,0
274,25.908518518518516,9.792920509399845,0
275,24.324074074074073,8.444169925472757,2
276,22.555818181818182,7.640331021263288,2
277,23.092363636363636,6.8249181147268905,2
278,19.978571428571428,5.536598220986166,1
279,22.726666666666667,7.101197082182692,2
280,24.756981132075474,8.999770634877668,2
281,23.337777777777777,8.791148779047363,2
282,21.01111111111111,8.200567321991555,1
283,21.87622641509434,9.224162923542604,1
284,23.84296296296296,8.814018343360363,2
285,22.36423076923077,8.708476903851619,1
286,22.410925925925927,8.935814154187806,2
287,24.2828,10.710932816329231,0
288,21.601020408163265,9.2767503390865,1
290,23.38938775510204,8.66797275611087,2
292,20.05111111111111,9.830615263789262,1
301,24.35346153846154,11.335093326655143,0
303,26.883773584905658,11.39008293790549,0
304,25.505272727272725,10.121660831098719,0
305,23.31814814814815,10.117587540417693,2
307,24.803818181818183,7.632248950368696,2
308,24.856545454545454,8.692155939820386,2
309,26.45509090909091,9.459754885385905,0
310,24.929090909090906,9.352065779464683,2
312,23.60240740740741,8.334976980463098,2
313,23.135471698113207,8.059853636301762,2
314,24.486792452830187,8.190757402186952,2
315,26.369622641509434,10.562067462652912,0
316,24.71622641509434,10.445871327654014,0
317,23.698235294117644,9.384399332057933,2
318,24.383673469387755,10.608164641342212,0
319,23.734,8.830224764282907,2
320,22.3475,8.865515230042622,1
321,21.93541666666667,7.969765195380823,1
322,22.087714285714288,8.498153462306243,1
331,25.273454545454545,10.392631509726959,0
333,26.209818181818182,10.53323531791758,0
334,25.64090909090909,10.202536771100435,0
335,22.960363636363635,9.664669326917153,2
336,24.869636363636364,9.28271710774151,2
337,24.172,9.321301649686294,2
338,26.762,10.44598813651194,0
339,24.668181818181818,7.252439714894693,2
340,23.859814814814815,7.507979275094468,2
341,23.676666666666666,8.026740920904372,2
342,24.122830188679245,8.318407849083052,2
343,24.44425925925926,9.207659978036713,2
344,23.858679245283017,7.731762421669322,2
345,26.33074074074074,9.32639343665546,0
346,26.950188679245286,9.495925136314249,0
347,24.531509433962267,8.466939642430617,2
349,24.52075471698113,8.742057240951006,2
350,23.84867924528302,9.566263847045603,2
351,25.061851851851852,7.177263911871771,2
352,23.90092592592593,8.179877350309576,2
366,24.23381818181818,7.7814593249331585,2
367,25.476727272727274,9.088138801134528,0
368,26.567818181818183,9.06473911105638,0
369,27.460363636363635,9.420437782474233,0
370,25.72127272727273,8.957880464944955,0
371,24.506181818181815,7.833678359046702,2
372,24.031698113207547,7.100359345145052,2
373,23.98981132075472,7.420733555530548,2
376,25.01,7.283327810829334,2
377,26.052037037037035,8.980691526852995,0
378,22.84672727272727,7.8487234287672205,2
379,25.05377358490566,9.609877175716957,0
380,26.215090909090907,9.561188108553145,0
381,25.00509090909091,9.03075257778731,2
382,24.705370370370368,7.863141316908374,2
394,23.188181818181818,9.281064173280571,2
395,24.73527272727273,8.488465999038636,2
397,24.089629629629627,9.992736600446246,2
398,26.270545454545456,9.449872509071772,0
399,26.180000000000003,10.227145976019646,0
400,26.698727272727275,7.907151487512092,0
401,26.474,7.979820985646419,0
402,24.42618181818182,7.667029095517713,2
403,28.318181818181817,9.240417877938343,0
404,28.93436363636364,10.074222654256857,0
405,25.40703703703704,8.833308239353618,0
406,24.96981818181818,8.563663219913996,2
408,21.280645161290323,4.04906732922029,1
409,27.344727272727273,9.178787310876997,0
410,27.251454545454543,9.89132175157931,0
411,25.54272727272727,9.024521420479141,0
426,24.275818181818185,9.599072812267801,2
427,26.256545454545453,9.511111478098735,0
428,26.927636363636363,8.127427948035285,0
429,27.386,7.775683988015553,0
430,25.923636363636362,7.468099903028628,2
431,27.912727272727274,8.891083643188177,0
434,25.71814814814815,11.086132434487535,0
435,23.667454545454547,8.124085867249997,2
436,26.08109090909091,6.950534397980378,2
437,26.865090909090906,8.518102699703357,0
438,26.979636363636367,8.448601235014161,0
439,27.991999999999997,11.21976750930976,0
440,27.40309090909091,9.565064881917223,0
442,27.643454545454546,9.307342823690895,0
456,26.402,9.129296837146919,0
457,24.73872727272727,7.567906911216271,2
458,25.300363636363635,7.93923565768663,2
459,26.456545454545452,7.623686582249897,0
460,27.256545454545453,6.979517976081959,0
461,25.216727272727272,7.528204511368111,2
463,27.423636363636362,10.05570215306946,0
464,25.78272727272727,10.36969703020857,0
466,24.226181818181818,8.642624877960674,2
467,23.826,7.929251657745003,2
468,27.407818181818183,8.986453939723631,0
469,25.739038461538463,10.437590673010472,0
470,27.657234042553192,8.736021555487735,0
471,28.04,8.2318991103489,0
472,27.496181818181817,7.983224423035608,0
486,24.195454545454545,7.9126293373507,2
487,26.505272727272725,8.42500617749976,0
488,24.162727272727274,7.6022495341706575,2
490,23.919090909090908,7.5270131483894,2
491,24.64018181818182,8.532871187769725,2
493,27.470727272727274,10.020701138799186,0
494,24.702181818181817,9.06600563172548,2
496,24.76574074074074,10.369603548006898,0
497,23.41090909090909,9.468226646258309,2
498,24.063703703703705,8.83563994250393,2
499,26.28709090909091,11.281974097143616,0
501,25.95509090909091,10.24675700688999,0
502,26.277272727272727,9.579312867676633,0
520,23.289245283018868,9.335319171556648,2
521,0.0,0.0,3
529,18.69473684210526,5.779126585701965,1
555,22.70279069767442,10.794172661911125,2
561,24.6772,9.756956710209282,2
588,24.84345454545455,8.806727903349595,2
622,22.10105263157895,11.594804514493694,1
